time,open,high,low,close,Volume,Volume MA
1502928000,4261.48,4485.39,4261.32,4427.3,145.708747,NaN
1502971200,4436.06,4485.39,4200.74,4285.08,649.44163,NaN
1503014400,4285.08,4371.52,4134.61,4340.31,720.722201,NaN
1503057600,4320.52,4340.31,3938.77,4108.37,479.166063,NaN
1503100800,4108.37,4184.69,3850,3957.6,298.518569,NaN
1503144000,3945.12,4149.99,3928.89,4139.98,82.791194,NaN
1503187200,4120.98,4211.08,4032.62,4106.53,71.235136,NaN
1503230400,4106.53,4185.94,4063.35,4086.29,395.847886,NaN
1503273600,4069.13,4119.62,3953.4,4023.11,522.291586,NaN
1503316800,4023.11,4070.49,3911.79,4016,169.451474,NaN
1503360000,4016,4016,3400,3866.48,503.638101,NaN
1503403200,3866.48,4104.82,3786.81,4040,463.046757,NaN
1503446400,4040,4242.32,4013.89,4237.99,436.522009,NaN
1503489600,4205.98,4265.8,4069.8,4114.01,564.614556,NaN
1503532800,4147,4250.94,4085.01,4202,418.186098,NaN
1503576000,4211.78,4371.68,4136.33,4316.01,369.232655,NaN
1503619200,4316.01,4370,4267.5,4361.27,317.047129,NaN
1503662400,4361.27,4453.91,4247.48,4280.68,256.565611,NaN
1503705600,4280.71,4319.7,4228.99,4288.72,106.498937,NaN
1503748800,4288.72,4367,4212.41,4337.44,121.609131,354.6067735
1503792000,4332.51,4400,4285.56,4323.37,167.597269,355.7011996
1503835200,4340,4386.79,4285.54,4310.01,183.095316,332.38388389999994
1503878400,4310.01,4365.4,4124.54,4308,289.414587,310.8185032
1503921600,4309,4399.82,4271.03,4386.69,314.427029,302.58155150000005
1503964800,4353.65,4417.61,4313.55,4368.5,295.370462,302.42414615
1504008000,4368.5,4625.85,4347.59,4587.48,308.174566,313.69331475
1504051200,4564.52,4647.51,4416.01,4498.35,445.128309,332.38797339999996
1504094400,4537,4609.92,4416.16,4555.14,363.340462,330.76260219999995
1504137600,4555.14,4678.57,4555.14,4656.67,324.524617,320.8742537499999
1504180800,4674.97,4745.42,4631.41,4724.89,232.432185,324.0232892999999
1504224000,4689.89,4798.46,4654.88,4775,307.840767,314.2334225999999
1504267200,4775,4885.55,4725.81,4834.91,252.825599,303.7223646999999
1504310400,4796.16,4939.19,4473.35,4630.01,466.548012,305.22366484999986
1504353600,4669.75,4675,4286.87,4472.14,462.600583,300.12296619999995
1504396800,4508.5,4714.76,4456.8,4486,335.535161,295.9904193499999
1504440000,4475.23,4583.84,4298.33,4509.08,355.681037,295.31283844999996
1504483200,4505,4527.49,4052,4153,821.924754,320.5567196999999
1504526400,4153,4311.14,3972.51,4100.11,572.71986,336.36443214999997
1504569600,4106.97,4248.6,3603,4246.82,722.686125,367.1737915499999
1504612800,4248.64,4484.99,4096.06,4366.47,506.252032,386.40593659999996
1504656000,4366.49,4597.79,4335.26,4548.13,529.023331,404.4772397
1504699200,4544.59,4662.87,4422.28,4619.77,278.340395,409.23949365
1504742400,4619.77,4661.93,4438.19,4613.94,245.62961,407.0502448
1504785600,4616.79,4788.59,4586.13,4691.61,254.800365,404.0689116
1504828800,4691.66,4735.39,4586.13,4647.53,127.036328,395.65220489999996
1504872000,4653.92,4690.83,4028.93,4282.8,1005.218718,430.50441249999994
1504915200,4282.8,4426.62,4150.06,4327.63,383.100668,427.4030304499999
1504958400,4331.82,4400.6,4159.64,4258.81,275.682284,423.02012154999994
1505001600,4258.81,4279.7,3801,4098.79,412.544427,427.4211120499999
1505044800,4069.43,4283,4043.17,4130.37,247.828848,428.1909451999999
1505088000,4153.62,4334.43,4098.91,4191.53,494.720202,437.5349169499999
1505131200,4191.54,4313.18,4158.84,4208.47,205.268863,435.1570801499999
1505174400,4208.6,4394.59,4201.9,4340.1,344.964833,429.07792119999993
1505217600,4343.01,4345.92,4040.8,4163.72,534.665486,432.68116634999996
1505260800,4159.72,4165.38,3796.8,3832,515.871549,441.69798574999993
1505304000,3831.01,3991.01,3760,3944.69,397.590996,443.79348369999997
1505347200,3944,3993,3418,3481.02,697.680912,437.5812916
1505390400,3481.02,3666,3165.13,3189.02,967.340631,457.31233015
1505433600,3188.01,3460,2817,2919,921.291279,467.24258785
1505476800,2870.9,3856,2870.9,3700,1047.575213,494.3087469
1505520000,3674.01,3950,3470.66,3630.06,837.160812,509.71562095
1505563200,3630.06,3800,3531.01,3714.95,460.403141,518.8187582500001
1505606400,3685.23,3709.94,3499.02,3499.03,372.606569,525.1676062
1505649600,3499.03,3748.21,3499.03,3699.99,309.564641,527.9058200000002
1505692800,3690,4000,3690,3929.33,507.727306,546.9403689000002
1505736000,3932.98,4123.2,3890,4035.01,522.279149,522.7933904500002
1505779200,4060,4089.97,3830.91,3969.01,470.873596,527.1820368500001
1505822400,3969.32,4029.99,3830.91,3910.04,431.458533,534.9708493000002
1505865600,3910.04,3988.83,3820,3927.77,366.425565,532.6649062000001
1505908800,3927.77,4046.08,3860.09,3900,354.509511,537.9989393500002
1505952000,3889.99,3910,3800,3864.95,346.631619,530.5945102000002
1505995200,3862.99,3879.99,3567,3609.99,655.022465,553.0821903000002
1506038400,3592.84,3750,3522.22,3539.97,423.348129,557.0013551000002
1506081600,3528.36,3645.99,3505.55,3595.87,415.618296,551.0489956000002
1506124800,3595.88,3798.9,3542.91,3798,350.638464,542.7873413500002
1506168000,3798.9,3817.19,3700,3780,402.154327,543.0155079000002
1506211200,3779.54,3789.99,3622.76,3683.36,402.534833,528.2582039500002
1506254400,3674.22,3730,3624.38,3660.02,259.101557,492.84625025000014
1506297600,3660.02,3815.74,3653.69,3781.05,374.479434,465.5056580000002
1506340800,3781.05,3979.87,3770,3920.75,353.515279,430.8026613000002
1506384000,3928,3959.56,3850.05,3949.45,325.348531,405.2120472500002
1506427200,3950,3976.99,3880,3882.35,201.379456,392.26086300000014
1506470400,3882.36,4099.95,3872.81,4073,278.67384,387.56422655000017
1506513600,4072.2,4249.94,4053.4,4193,349.497126,389.5608508000002
1506556800,4192.11,4300,4136,4180,408.51714,384.60034250000024
1506600000,4170.19,4210,4101,4174.5,441.268185,380.5497943000002
1506643200,4178.98,4248,3952.01,4220.01,1087.887629,411.40049595000016
1506686400,4234.99,4263.86,4101.01,4174.69,514.421936,415.54866610000016
1506729600,4175,4345,4138.1,4324.99,402.256831,417.3402294000002
1506772800,4320.21,4380,4275.35,4378.51,318.096352,415.5195714500002
1506816000,4378.49,4378.49,4265.02,4337.01,306.462599,413.51112045000025
1506859200,4337.01,4406.52,4240.04,4378.48,420.501086,401.7850515000003
1506902400,4400,4560,4380.01,4410.01,340.959126,397.66560135000026
1506945600,4419.99,4561.63,4360,4380,314.797848,392.6245789500003
1506988800,4380,4467.33,4189.71,4297.99,616.898117,405.9375616000003
1507032000,4290,4329.86,4180.8,4310,465.425446,409.1011175500003
1507075200,4314.9,4373,4185.01,4228,431.429838,410.5458678000003
1507118400,4230,4248.97,4142,4208.59,437.035263,419.4425531000003
1507161600,4208.59,4235,4110,4226.05,457.50286,423.59372440000027
1507204800,4226.05,4355,4226.05,4292.43,321.635778,421.9997493500003
1507248000,4318.99,4417,4292,4405,272.798384,419.37224200000026
1507291200,4391.11,4416.78,4312.57,4369,233.730792,420.9898088000003
1507334400,4369,4399,4312.56,4335.9,163.201498,415.2161917000002
1507377600,4335.9,4479.5,4326,4423,134.396002,404.46113550000024
1507420800,4425,4517,4425,4487.99,224.988115,395.2846842500002
1507464000,4487.99,4658,4460.02,4640,293.473889,387.89496945000025
1507507200,4640,4660,4550,4615,225.114195,344.7562977500003
1507550400,4615,4889.98,4615,4786.95,421.34895,340.10264845000023
1507593600,4786.95,4888.88,4720.16,4790,354.689845,337.72429915000026
1507636800,4790.01,4960,4680.59,4783.06,688.531928,356.2460779500003
1507680000,4783.06,4852.22,4710,4818.99,612.082536,371.52707480000026
1507723200,4804.93,4881.61,4751.01,4821.43,141.34686,357.56936350000024
1507766400,4821.43,5265.5,4810.16,5184,540.763389,367.5595766500002
1507809600,5184,5439.99,5173.1,5430,735.938093,388.61658890000024
1507852800,5439.99,5846.17,5379.84,5649,1144.376539,414.99051000000026
1507896000,5658.97,5800,5520,5649.98,735.451081,428.4917917500003
1507939200,5650,5779,5580.01,5720.02,485.489902,431.19479495000024
1507982400,5720.02,5900,5685.02,5869.99,485.269144,433.60648900000024
1508025600,5855.03,5922.3,5400.01,5400.01,702.704233,445.86655765000023
1508068800,5419,5756.36,5404.98,5709.99,640.819142,461.82572585000025
1508112000,5710,5749.99,5585.19,5728.99,617.754631,479.07353820000026
1508155200,5739.96,5788.91,5642.02,5760.02,911.241831,512.9490901500002
1508198400,5760,5774.98,5540.02,5579.98,660.614057,537.8197181000003
1508241600,5579.89,5649.99,5508.63,5595,769.255319,569.5626839500003
1508284800,5595,5596,5226,5273.25,1232.016577,619.9141070500002
1508328000,5283.98,5588,5037.95,5512.06,1085.787796,659.5298024000002
1508371200,5513,5706.09,5490.26,5690.12,815.059989,689.0270921000002
1508414400,5710,5710,5600,5683.9,1066.662118,721.2927505000002
1508457600,5683.31,5697.99,5600,5662.75,725.609429,739.8387297000002
1508500800,5662.75,6110,5602.86,6010.01,1247.367791,767.7805228500002
1508544000,6013.72,6167.99,5960,6116.98,876.614657,781.0071289000002
1508587200,6116.98,6171,5850.03,6024.97,787.693036,813.3244377000003
1508630400,6003.27,6060,5720.03,5819.98,754.707379,824.0216372000002
1508673600,5819.98,6000,5770.04,5950.02,607.384837,817.5939744000002
1508716800,5975,6080,5787.98,5881.99,811.419218,800.9461083500003
1508760000,5881.98,5969.98,5621.03,5915.93,1001.138497,814.2304791500003
1508803200,5909.47,5925,5482.22,5676.04,1499.773901,864.9446791000003
1508846400,5680,5719.03,5450,5477.03,1080.644866,894.7134652000001
1508889600,5506.92,5650,5286.98,5469.98,1297.118019,924.4341545000001
1508932800,5469.99,5704.96,5375,5689.99,985.695186,941.6779567000001
1508976000,5670.1,5853.99,5650,5853.99,1018.49149,961.7147996500001
1509019200,5845.03,5939.99,5757,5861.77,954.474392,963.8764277000002
1509062400,5861.77,5980,5770.23,5843.18,730.566111,967.3740304000003
1509105600,5843.03,5843.04,5649.24,5768.83,673.140305,962.5682797000003
1509148800,5768.79,5850.02,5677.02,5680.28,536.136628,927.7742822500004
1509192000,5680.27,5733.03,5630.03,5719.64,740.617784,910.5157816500002
1509235200,5709.98,5815.84,5648.01,5784.97,683.493896,903.9374770000002
1509278400,5784.99,6189.88,5730,6169.98,1121.284277,906.6685849500002
1509321600,6133.01,6248.68,6075.5,6181.98,815.188764,911.1475517000001
1509364800,6179.92,6198.98,6030,6120.5,658.498279,881.7040761000001
1509408000,6120.52,6223.33,6100,6223.33,529.393847,864.3430356000001
1509451200,6223.41,6498.01,6201.01,6463,982.381078,874.0774377
1509494400,6463,6645.32,6338.02,6614.97,740.549041,873.3695207999999
1509537600,6613.92,6774.67,6455,6753.98,935.066147,889.7535862999999
1509580800,6753.98,7300,6685.1,6887.81,1250.153846,911.6903177
1509624000,6887.66,7132,6700,7019.98,1253.456957,924.3062407
1509667200,7010.31,7346.34,6923,7230.95,1017.712895,900.2031903999999
1509710400,7230.95,7299.99,7032,7115.04,873.784697,889.86018195
1509753600,7115.02,7199.99,6901,7085.02,755.013869,862.7549744499998
1509796800,7085.02,7480.99,7085,7357.09,644.177898,845.6791100499998
1509840000,7357.27,7513.82,7280,7513.82,504.870937,819.9980823999998
1509883200,7513.8,7590.25,7279.02,7345.01,702.961393,807.4224324499999
1509926400,7345.1,7401,7101,7304.11,738.820007,807.8351272499998
1509969600,7324.97,7400.98,6906,6960.12,1024.199254,825.3880746999997
1510012800,6981.72,7198.49,6909.01,7160.55,674.397443,832.3011154499998
1510056000,7160.54,7195,6901,7064.04,765.862051,833.5633287999997
1510099200,7070,7420,7035.02,7396,809.633436,839.8703057999998
