time,open,high,low,close,Volume,Volume MA
1502928000,4261.48,4328.69,4261.32,4315.32,70.415925,NaN
1502949600,4330.29,4485.39,4287.41,4427.3,75.292822,NaN
1502971200,4436.06,4485.39,4235.45,4289.24,301.685704,NaN
1502992800,4289.24,4369.69,4200.74,4285.08,347.755926,NaN
1503014400,4285.08,4340.62,4134.61,4313.56,391.159844,NaN
1503036000,4313.56,4371.52,4247.75,4340.31,329.562357,NaN
1503057600,4320.52,4340.31,4066.53,4193.35,283.699674,NaN
1503079200,4171.17,4297.75,3938.77,4108.37,195.466389,NaN
1503100800,4108.37,4184.69,4027.83,4077,138.377874,NaN
1503122400,4077,4082.25,3850,3957.6,160.140695,NaN
1503144000,3945.12,4100,3928.89,4027.37,54.669303,NaN
1503165600,4013.69,4149.99,4013.69,4139.98,28.121891,NaN
1503187200,4120.98,4142.16,4044,4117.41,18.163582,NaN
1503208800,4117.41,4211.08,4032.62,4106.53,53.071554,NaN
1503230400,4106.53,4150,4063.35,4129,101.696908,NaN
1503252000,4129.32,4185.94,4069.13,4086.29,294.150978,NaN
1503273600,4069.13,4119.62,4011.02,4016.9,327.509217,NaN
1503295200,4011.04,4088.12,3953.4,4023.11,194.782369,NaN
1503316800,4023.11,4029.06,3911.79,4016.2,56.151867,NaN
1503338400,3997.57,4070.49,3918.8,4016,113.299607,176.75872429999998
1503360000,4016,4016,3400,3626.99,157.850775,181.1304668
1503381600,3619.95,3920.31,3619.95,3866.48,345.787326,194.655192
1503403200,3866.48,3998.99,3786.81,3943,259.417327,192.54177315
1503424800,3944,4104.82,3944,4040,203.62943,185.33544835000004
1503446400,4040,4127.99,4013.89,4053.18,230.347233,177.29481780000003
1503468000,4064,4242.32,4035.32,4237.99,206.174776,171.12543875
1503489600,4205.98,4265.8,4150.65,4166.27,347.680818,174.32449595
1503511200,4166.27,4191.71,4069.8,4114.01,216.933738,175.3978634
1503532800,4147,4204.55,4085.01,4132.09,183.92649,177.6752942
1503554400,4132.09,4250.94,4131.91,4202,234.259608,181.38123985
1503576000,4211.78,4250.9,4136.33,4188.18,203.855595,188.84055444999998
1503597600,4188.18,4371.68,4179.22,4316.01,165.37706,195.7033129
1503619200,4316.01,4370,4281.04,4281.04,189.449369,204.26760224999998
1503640800,4294.79,4361.28,4267.5,4361.27,127.59776,207.99391254999995
1503662400,4361.27,4453.91,4261.13,4402.32,197.88538,212.80333614999995
1503684000,4409.44,4449.44,4247.48,4280.68,58.680231,201.02979879999992
1503705600,4280.71,4319.67,4228.99,4295.75,59.035805,187.60612819999994
1503727200,4307.72,4319.7,4260.88,4288.72,47.463132,180.24016634999992
1503748800,4288.72,4306.74,4212.41,4255.19,54.053274,180.13523669999992
1503770400,4255.19,4367,4236.51,4337.44,67.555857,177.84804919999993
1503792000,4332.51,4400,4293.42,4320.52,88.847303,174.39787559999994
1503813600,4314.9,4352.34,4285.56,4323.37,78.749966,161.0460075999999
1503835200,4340,4370.92,4285.54,4340,67.239627,151.4371225999999
1503856800,4369,4386.79,4309.6,4310.01,115.855689,147.0484355499999
1503878400,4310.01,4330.36,4124.54,4169.01,134.139827,142.23806524999992
1503900000,4223.8,4365.4,4199.01,4308,155.27476,139.6930644499999
1503921600,4309,4370.45,4271.03,4324.67,187.040859,131.66106649999992
1503943200,4324.64,4399.82,4290.18,4386.69,127.38617,127.18368809999993
1503964800,4353.65,4404.05,4314.35,4356.76,136.892641,124.83199564999993
1503986400,4356.76,4417.61,4313.55,4368.5,158.477821,121.04290629999994
1504008000,4368.5,4625.85,4347.59,4555.55,195.755528,120.63790294999994
1504029600,4533.47,4624.99,4511.45,4587.48,112.419038,117.99000184999996
1504051200,4564.52,4625,4527.45,4590.49,197.914756,118.41327119999997
1504072800,4590.49,4647.51,4416.01,4498.35,247.213553,124.39406084999996
1504094400,4537,4600,4416.16,4600,213.327474,125.16616554999996
1504116000,4590.01,4609.92,4516.87,4555.14,150.012988,129.73280339999997
1504137600,4555.14,4628.12,4555.14,4598.54,158.90382,134.72620414999997
1504159200,4600,4678.57,4572.64,4656.67,165.620797,140.63408739999997
1504180800,4674.97,4685.56,4631.41,4650.55,130.427706,144.45280899999997
1504202400,4683.9,4745.42,4650.56,4724.89,102.004479,146.1752401
1504224000,4689.89,4767,4654.88,4664.14,125.218175,147.9937837
1504245600,4664.14,4798.46,4656.3,4775,182.622592,153.18741500000002
1504267200,4775,4839.92,4725.81,4792.97,122.224297,155.93664850000002
1504288800,4792.97,4885.55,4739.08,4834.91,130.601302,156.67392915000002
1504310400,4796.16,4939.19,4473.35,4473.35,228.444423,161.38915895000002
